modality,vocal_channel,emotion,emotional_intensity,statement,repetition,actor,sex,channels,sample_width,frame_rate,frame_width,length_ms,frame_count,intensity,zero_crossings_sum,mfcc_mean,mfcc_std,mfcc_min,mfcc_max,sc_mean,sc_std,sc_min,sc_max,sc_kur,sc_skew,stft_mean,stft_std,stft_min,stft_max,stft_kur,stft_skew,mean,std,min,max,kur,skew
audio-only,speech,angry,strong,Dogs are sitting by the door,2nd,,F,1,2,48000,2,4137,198598,-20.70598419,25826,-24.297136,99.60646,-577.45276,194.2757,5459.62602,3118.709545,726.9366735,11408.69011,-1.493771539,0.145974336,0.43068445,0.32573324,0.000153616,1,-1.166409792,0.333498412,1.36E-07,0.09222174,-0.6525574,0.7032776,8.376064965,0.202906383
audio-only,song,happy,normal,Dogs are sitting by the door,1st,10,F,1,2,48000,2,5405,259459,,22522,-25.681725,95.46309,-550.9344,154.3411,3939.774921,2473.532917,633.9298921,10407.60848,-0.080918477,1.028960786,0.3339384,0.33625594,5.33E-05,1,-0.768894724,0.765143682,-4.86E-05,0.0742381,-0.55963135,0.5413513,6.631142812,0.216754705
audio-only,speech,surprised,strong,Kids are talking by the door,2nd,6,F,1,2,48000,2,3370,161762,,14405,-33.022034,137.64294,-743.1605,205.03331,6381.842666,3553.479718,1234.104738,12143.66722,-1.425602569,0.028452364,0.5147819,0.33413225,0.000232998,1,-1.34129849,-0.124526726,3.01E-07,0.012451885,-0.080566406,0.09567261,9.901723427,0.313097818
audio-only,speech,calm,strong,Dogs are sitting by the door,2nd,14,F,1,2,48000,2,3770,180981,-52.69272685,10389,-37.98581,172.62868,-937.10126,158.12279,4869.49085,4093.980283,0,11896.2768,-1.42566862,0.32875466,0.39462203,0.36335343,0,1,-1.466960411,0.289025085,-4.01E-07,0.002336461,-0.01776123,0.016174316,6.171382363,-0.152151432
audio-only,song,sad,normal,Dogs are sitting by the door,1st,14,F,1,2,48000,2,4438,213013,,9591,-36.93359,145.53323,-793.01306,150.2364,4610.277732,3990.123019,0,12002.69775,-1.201323168,0.570865974,0.31846496,0.37079707,0,1,-1.150209789,0.700861942,2.30E-07,0.007565671,-0.04473877,0.036010742,4.62699091,-0.251222354
audio-only,song,sad,strong,Dogs are sitting by the door,1st,20,F,1,2,48000,2,5539,265865,-37.28343842,13227,-35.50384,133.33783,-757.93713,181.30884,3478.463782,3310.812804,0,11856.52888,-0.210698056,1.07781464,0.28235406,0.34857595,0,1,-0.650857812,0.936706294,-1.61E-06,0.013673665,-0.10675049,0.10882568,5.574078434,0.113975946
audio-only,speech,angry,normal,Dogs are sitting by the door,2nd,,F,1,2,48000,2,3637,174575,-36.68417395,10283,-31.953228,139.08888,-765.24854,240.85657,6403.691649,4506.675801,0,12144.31198,-1.703377859,0.040445574,0.519386,0.34750724,0,1,-1.432569336,-0.142114096,-2.05E-07,0.014669674,-0.12768555,0.11178589,8.830271389,-0.340170922
audio-only,,calm,normal,Dogs are sitting by the door,2nd,,F,1,2,48000,2,3504,168168,-57.43994517,8189,-40.21921,183.57349,-991.85095,170.61362,4856.583458,4207.267148,0,12077.56597,-1.468592719,0.335338807,0.40899685,0.3704953,0,1,-1.539420584,0.220169868,-8.93E-07,0.001351559,-0.010650635,0.010803223,8.086436061,-0.633649286
audio-only,speech,neutral,normal,Dogs are sitting by the door,1st,20,F,1,2,48000,2,3437,164965,,8905,-37.20209,168.67996,-900.26843,206.19644,4530.68089,4093.097372,0,11999.99995,-1.527377987,0.362783651,0.38926214,0.37064058,0,1,-1.494842821,0.319911694,-1.89E-07,0.003252964,-0.035308838,0.03326416,14.14883876,-0.519740765
audio-only,speech,fearful,normal,Dogs are sitting by the door,1st,,F,1,2,48000,2,3470,166566,-40.23318504,9127,-31.341402,143.80556,-783.92316,206.24069,6015.786163,4246.477761,0,12177.37753,-1.480856501,0.221140714,0.49408966,0.3597883,0,1,-1.488372276,-0.088751647,-1.02E-06,0.009757246,-0.069366455,0.06643677,6.662526316,-0.344899222
audio-only,song,happy,strong,Dogs are sitting by the door,1st,,F,1,2,48000,2,4938,237037,-28.22608769,17215,-29.755348,110.57516,-639.6358,147.01566,4257.490737,2951.114239,0,12009.83838,-0.763690932,0.579748613,0.3303576,0.34603795,0,1,-0.939872732,0.701756873,5.07E-07,0.03880561,-0.23858643,0.32873535,6.897868447,0.27500279
audio-only,speech,neutral,normal,Dogs are sitting by the door,1st,8,F,1,2,48000,2,3537,169769,-46.50236474,10642,-29.693285,162.79466,-877.8776,215.8515,5899.074038,3130.137139,1092.073351,12270.57412,-1.438182218,-0.191889901,0.53565943,0.3320068,0.000363907,1,-1.312954392,-0.190595409,-2.65E-06,0.004734376,-0.030822754,0.03604126,7.319978786,-0.130103059
audio-only,speech,angry,normal,Dogs are sitting by the door,2nd,,F,1,2,48000,2,4204,201801,-30.89276648,19417,-28.694975,120.88633,-671.4143,202.92834,5044.967425,2840.279611,0,10169.21772,-1.446924718,0.0662116,0.42741412,0.3250451,0,1,-1.123586404,0.336087104,-6.59E-08,0.028542953,-0.21157837,0.24008179,8.620216521,0.241336887
audio-only,speech,fearful,normal,Dogs are sitting by the door,1st,24,F,1,2,48000,2,3937,188988,,19171,-30.650938,125.331024,-704.5331,202.1249,5738.453284,3251.076995,0,11852.13862,-1.315377237,0.066023721,0.4339789,0.335968,0,1,-1.270681791,0.248488836,3.35E-07,0.021683749,-0.2024231,0.29171753,18.96877872,0.502354141
audio-only,,calm,normal,Dogs are sitting by the door,2nd,,F,1,2,48000,2,3470,166566,-51.22414851,9019,-30.225248,170.71407,-927.5646,208.8329,5763.274283,2867.520984,1168.392912,11133.73156,-1.443425143,-0.146993099,0.5652905,0.33238065,0.001327134,1,-1.277343923,-0.331189188,-1.35E-06,0.00275139,-0.016235352,0.015594482,5.527303665,-0.639311437
audio-only,song,sad,strong,Dogs are sitting by the door,1st,,F,1,2,48000,2,4838,232232,-40.07133148,14329,-31.446135,144.84932,-798.027,182.63638,5325.5222,3036.61715,966.9746881,11644.28953,-1.547093855,0.192590024,0.448339,0.36641702,7.79E-05,1,-1.515566542,0.168564319,8.66E-07,0.009946804,-0.07312012,0.07867432,6.62551839,-0.448014174
audio-only,song,sad,normal,Kids are talking by the door,1st,,F,1,2,48000,2,5072,243444,-38.22447764,13739,-31.827848,142.90154,-777.3013,148.86642,5280.562047,2742.204853,1083.070352,10805.99481,-1.321517315,0.286066587,0.42555475,0.3712431,1.37E-05,1,-1.502243773,0.23619491,-1.10E-06,0.012274385,-0.07739258,0.054138184,5.700666006,-0.892756469
audio-only,,calm,strong,Kids are talking by the door,2nd,8,F,1,2,48000,2,3737,179379,,9617,-30.696201,169.30414,-928.37506,201.04901,5671.78669,2845.806472,1018.821598,10966.63689,-1.45634583,-0.039037526,0.55577314,0.33782485,0.000846738,1,-1.361173467,-0.256238509,3.91E-06,0.002272892,-0.016906738,0.02178955,7.355547389,-1.054427575
audio-only,,fearful,strong,Kids are talking by the door,1st,,F,1,2,48000,2,3837,184184,-24.49050751,16195,-25.79564,104.84514,-576.03,158.14044,4567.156249,3326.442553,0,11999.89549,-0.972186861,0.412195798,0.33818805,0.34889266,0,1,-1.079525234,0.605559533,4.68E-07,0.059659615,-0.44104004,0.5614319,11.5178789,0.373348381
audio-only,speech,angry,strong,Kids are talking by the door,2nd,24,F,1,2,48000,2,4371,209810,-27.70232333,14733,-27.58,114.074554,-637.1585,184.41759,4657.776492,3833.301109,0,12056.45562,-1.205774691,0.49257209,0.38280186,0.35646817,0,1,-1.360458469,0.384516774,-3.83E-08,0.04120069,-0.35339355,0.43289185,14.64930832,0.20737755
audio-only,song,happy,normal,Kids are talking by the door,1st,,F,1,2,48000,2,4838,232232,,14573,-32.099575,125.491684,-738.0174,162.25992,5133.846121,3253.150229,1087.931909,11921.62366,-1.299249785,0.553428994,0.40652135,0.35635746,8.02E-05,1,-1.387681002,0.318537163,2.70E-06,0.023651617,-0.12478638,0.14932251,5.776118958,0.023600082
audio-only,speech,fearful,strong,Kids are talking by the door,1st,18,F,1,2,48000,2,3737,179380,,16285,-28.193054,115.935074,-651.5664,186.02185,6381.59426,3355.882913,1330.816389,12086.72075,-1.276454485,0.19753436,0.48479885,0.32416737,0.000158666,1,-1.308266209,0.060547094,1.43E-07,0.031042352,-0.22775269,0.31878662,13.92334458,0.23822135
audio-only,speech,calm,strong,Kids are talking by the door,2nd,,F,1,2,48000,2,4071,195396,,8199,-41.300293,190.30898,-1041.2605,164.71823,4622.275878,4019.500897,0,12113.63969,-1.141524797,0.49748556,0.39788345,0.36654758,0,1,-1.477443777,0.309027095,-1.62E-06,0.000800529,-0.007720947,0.006835938,8.650554141,-0.370664492
audio-only,,angry,strong,Kids are talking by the door,2nd,18,F,1,2,48000,2,3770,180981,,12791,-22.762182,94.70518,-519.2617,133.4047,7278.134509,3657.170895,0,15163.07449,-1.488729963,0.102804986,0.47807905,0.34837428,0,1,-1.406989791,0.083152,3.98E-07,0.12572533,-0.93237305,0.96533203,10.13605379,0.050949525
audio-only,song,sad,normal,Kids are talking by the door,1st,,F,1,2,48000,2,5105,245044,,9561,-39.701874,151.13675,-840.577,144.28809,3909.789945,3736.971707,0,12001.47843,-0.505748362,0.98133625,0.29047588,0.35746276,0,1,-0.847088117,0.856227007,-3.14E-06,0.006077152,-0.03717041,0.035003662,3.755375465,-0.406858802
audio-only,song,calm,strong,Dogs are sitting by the door,2nd,,F,1,2,48000,2,4838,232232,-37.30284824,13679,-36.21859,139.38368,-800.9473,176.9441,4234.296898,3330.075785,0,11999.99997,-1.070653635,0.63991021,0.3125482,0.35085672,0,1,-0.898456089,0.77148074,-1.41E-06,0.013660491,-0.08480835,0.06137085,3.728525676,-0.45373913
audio-only,speech,sad,normal,Dogs are sitting by the door,1st,,F,1,2,48000,2,3437,164965,-37.82335678,14073,-33.439125,141.94951,-781.93396,222.04279,4878.562756,3674.255939,0,11968.15151,-1.501085112,0.133606183,0.40237057,0.35259268,0,1,-1.375062083,0.276392376,9.25E-10,0.012872548,-0.114227295,0.10662842,10.23266421,-0.091202047
audio-only,speech,disgust,normal,Dogs are sitting by the door,2nd,,F,1,2,48000,2,4271,205005,,22167,-26.104534,130.16852,-759.48834,211.70068,5328.25733,3031.57456,1108.437945,10621.86198,-1.396716736,0.418590419,0.46813834,0.33618537,0.000485404,1,-1.39431117,0.19715315,1.73E-07,0.014425875,-0.12857056,0.10827637,8.00434774,-0.052527701
audio-only,speech,sad,normal,Dogs are sitting by the door,1st,,F,1,2,48000,2,3537,169770,-40.82467342,16240,-27.833956,145.60434,-777.7584,221.94823,5374.285939,2748.83914,972.6566248,11142.07371,-1.321706959,-0.218794417,0.48276475,0.31131816,0.000490537,1,-1.134143973,0.104696759,-1.01E-06,0.009113578,-0.06265259,0.05215454,7.147124676,-0.422387418
audio-only,speech,disgust,normal,Dogs are sitting by the door,2nd,4,F,1,2,48000,2,3804,182583,-35.88928382,17839,-29.376411,132.96506,-710.11346,175.5048,6918.807049,3578.890043,1143.27016,12255.32434,-1.504065872,-0.2544683,0.50337905,0.33405957,0.0003034,1,-1.333611189,-0.092827026,-2.17E-07,0.016058154,-0.17053223,0.1312561,13.37561006,-0.339647153
audio-only,song,calm,strong,Dogs are sitting by the door,2nd,,F,1,2,48000,2,5372,257857,,21261,-29.60822,113.42735,-632.393,140.06203,4169.793138,3009.842188,922.2635125,10369.1475,-1.075934418,0.72219299,0.35157266,0.35343966,1.38E-05,1,-1.112548982,0.603122351,1.98E-06,0.03709473,-0.25634766,0.25408936,6.666884415,0.063745339
audio-only,song,fearful,strong,Dogs are sitting by the door,1st,14,F,1,2,48000,2,3770,180981,,18449,-27.40244,115.94658,-705.15247,194.79062,5468.312386,3173.433078,1415.424479,12162.34176,-0.424753105,0.916699657,0.45742452,0.33238804,0.00095454,1,-1.341331324,0.214152844,3.47E-07,0.020210303,-0.16168213,0.25234985,11.98821501,0.222096276
audio-only,speech,happy,normal,Dogs are sitting by the door,1st,14,F,1,2,48000,2,3403,163363,-39.1108662,12729,-33.88881,140.94849,-761.8179,194.6575,5673.28078,3861.486032,0,12000.00003,-1.376564192,0.089528119,0.42629713,0.34931612,0,1,-1.395965801,0.211965986,-8.01E-08,0.01109175,-0.09286499,0.08392334,12.18585397,-0.067814418
audio-only,song,angry,strong,Dogs are sitting by the door,2nd,,F,1,2,48000,2,4371,209809,,18705,-27.351772,110.7835,-633.9325,179.4934,5394.349524,3665.35296,0,12000.00035,-1.281083237,0.351311943,0.4358722,0.35060954,0,1,-1.406304352,0.233287543,3.83E-06,0.04635526,-0.4118042,0.5091553,10.32520204,0.218138867
audio-only,,angry,normal,Kids are talking by the door,2nd,,F,1,2,48000,2,4304,206607,,11435,-32.013412,128.7557,-723.31885,199.07722,6271.875759,3855.468675,0,12010.99477,-1.677939235,0.111612231,0.50588495,0.35620052,0,1,-1.492930847,-0.125642289,-1.72E-06,0.021575272,-0.14868164,0.22647095,8.971875021,0.185285513
audio-only,speech,happy,strong,Kids are talking by the door,1st,,F,1,2,48000,2,3770,180980,-27.83196588,15635,-25.94823,112.25699,-625.0123,156.82983,5216.280119,3879.606762,0,12276.30339,-1.33179785,0.292718138,0.3857409,0.35411882,0,1,-1.356317864,0.374375333,3.61E-07,0.04061196,-0.4104309,0.5307617,16.14780853,0.45825636
audio-only,,fearful,normal,Kids are talking by the door,1st,,F,1,2,48000,2,4404,211411,-40.59457017,17897,-33.005737,138.57349,-773.71454,176.93973,5383.496823,3041.36502,1298.301856,12030.46073,-0.974894839,0.442577485,0.40681764,0.33669463,0.000150018,1,-1.167017315,0.401753853,-7.85E-07,0.00936695,-0.063079834,0.06436157,7.028764024,-0.048378009
audio-only,song,calm,normal,Kids are talking by the door,2nd,,F,1,2,48000,2,4972,238639,-27.950322,18985,-28.675556,111.57081,-631.6385,161.14705,4059.632956,2663.978163,862.5470023,10846.36079,-0.273690085,0.959465873,0.34330383,0.34384158,1.91E-05,1,-0.915206616,0.699593276,2.79E-06,0.040064182,-0.22763062,0.21374512,4.707062117,0.14415429
audio-only,song,neutral,normal,Kids are talking by the door,1st,,F,1,2,48000,2,4371,209810,-35.37631472,11515,-35.310387,137.5959,-768.9947,160.24625,4147.568968,3328.340168,0,11820.28024,-1.248860547,0.509224829,0.3387344,0.35316896,0,1,-1.135568051,0.599141919,-2.88E-07,0.017033711,-0.09320068,0.09075928,4.521727266,-0.186505962
audio-only,speech,sad,strong,Kids are talking by the door,1st,,F,1,2,48000,2,3504,168168,-33.64605646,15907,-25.854174,127.57279,-709.7487,228.35289,5142.909245,2956.517942,700.7614528,12547.54619,-1.333486595,0.129012466,0.47845078,0.3304929,0.000295548,1,-1.341116792,0.062752277,3.01E-07,0.020786708,-0.15866089,0.21054077,9.672961185,0.263979623
audio-only,speech,disgust,strong,Kids are talking by the door,2nd,4,F,1,2,48000,2,4037,193794,-32.63577,14007,-29.376305,126.25054,-681.73956,177.8049,5219.834763,3486.188846,0,12000.00002,-1.389914981,0.123566217,0.42738461,0.344352,0,1,-1.359795968,0.23182207,-1.17E-06,0.023362977,-0.1885376,0.2090149,15.03267476,-0.138150523
audio-only,speech,sad,strong,Kids are talking by the door,1st,4,F,1,2,48000,2,3670,-1,,14087,-30.152042,129.98862,-715.37024,201.33269,4969.69914,3681.236868,0,12045.6416,-1.327465223,0.234083621,0.39074346,0.35925347,0,1,-1.380340041,0.342158091,-2.25E-07,0.021264836,-0.1743164,0.19326782,8.5629125,-0.023027325
audio-only,speech,disgust,strong,Kids are talking by the door,2nd,10,F,1,2,48000,2,4538,217818,-28.74711569,18724,-25.098923,109.502945,-640.4825,186.70667,4124.371851,2363.30964,565.7157953,10194.90583,-0.424401994,0.685886322,0.41356733,0.32146057,0.000265263,1,-1.028456589,0.460749603,2.16E-07,0.0365551,-0.27148438,0.3074646,7.736496461,0.367795329
audio-only,song,calm,normal,Kids are talking by the door,2nd,,F,1,2,48000,2,4605,221021,-34.65954622,11937,-34.616653,134.4461,-767.23663,173.55884,3901.963562,3211.884333,0,11750.16983,-0.849554524,0.728797732,0.32989058,0.35087988,0,1,-1.042803214,0.663538622,-1.68E-06,0.018515952,-0.111694336,0.101867676,5.198852224,-0.169120981
audio-only,song,neutral,normal,Kids are talking by the door,1st,,F,1,2,48000,2,4938,237037,,18100,-29.368034,112.05434,-637.5834,165.30132,4215.979521,2620.473899,828.4750039,10278.04405,-0.571480569,0.802016762,0.3300418,0.33640918,1.28E-05,1,-0.775619717,0.755218436,3.99E-06,0.046033494,-0.2000122,0.2027893,3.310630926,0.46194873
audio-only,song,angry,strong,Kids are talking by the door,2nd,8,F,1,2,48000,2,4338,208208,-24.6474992,13253,-24.526445,107.87248,-593.6088,172.0379,5019.798682,2793.919473,1165.909353,11242.11183,-1.196933548,0.391940525,0.47250038,0.33816066,0.000235794,1,-1.351475992,0.141145071,-1.12E-05,0.058587775,-0.48876953,0.5462036,12.05645578,0.075243717
audio-only,speech,disgust,normal,Kids are talking by the door,2nd,24,F,1,2,48000,2,4104,196997,-40.12494825,14037,-31.17167,135.79253,-745.2613,218.49036,4985.593948,3611.873215,0,12008.93133,-1.417603731,0.234015265,0.42565948,0.33511084,0,1,-1.251487808,0.27574052,1.35E-08,0.009860456,-0.1121521,0.123168945,22.87758383,0.430389228
audio-only,speech,happy,normal,Kids are talking by the door,1st,,F,1,2,48000,2,3504,-1,-44.37569489,10667,-28.884802,156.27405,-848.162,239.61609,5651.952475,3039.79424,885.0286315,11151.59341,-1.498081813,-0.205387089,0.5591531,0.31585765,0.000377294,1,-1.226808614,-0.220760993,7.22E-06,0.006063375,-0.045196533,0.06448364,12.62563888,0.006727535
audio-only,speech,sad,normal,Kids are talking by the door,1st,,F,1,2,48000,2,4104,196997,-49.481145,11091,-35.606003,159.74226,-845.3232,183.08182,4886.102192,3744.261391,0,12048.31857,-1.23730511,0.340006957,0.4259922,0.35115808,0,1,-1.367910684,0.227217352,-4.55E-07,0.003371222,-0.037506104,0.031677246,22.34619098,-0.363089865
audio-only,song,fearful,strong,Kids are talking by the door,1st,8,F,1,2,48000,2,4605,221021,-31.17602712,17622,-26.878723,115.34235,-662.38605,180.31717,4958.331844,2819.37921,1186.369785,10817.31211,-1.041648111,0.640404165,0.41527256,0.3329375,0.000402238,1,-1.148476037,0.421307835,1.02E-05,0.027619516,-0.2319336,0.28079224,11.75640437,-0.438502466
audio-only,song,calm,strong,Kids are talking by the door,2nd,24,F,1,2,48000,2,5639,270671,-38.48770656,13509,-35.999954,138.30016,-775.4345,151.09245,4559.170878,3420.304133,0,12000.00012,-1.036707686,0.690767857,0.3428215,0.36289316,0,1,-1.162091145,0.612898673,4.39E-07,0.011906273,-0.07385254,0.06265259,5.284189599,-0.13760742
audio-only,song,fearful,strong,Kids are talking by the door,1st,,F,1,2,48000,2,3837,184184,-25.98040208,18340,-24.193096,98.854225,-594.769,166.74806,4337.31839,1681.326409,1126.799691,10834.21893,0.542909326,0.610915616,0.38745353,0.31811032,0.000290168,1,-0.867990731,0.575266569,-2.09E-07,0.050238766,-0.37576294,0.44714355,10.2256656,0.366881244
audio-only,speech,disgust,normal,Kids are talking by the door,2nd,,F,1,2,48000,2,4071,195396,-37.20623,9531,-29.73151,131.874,-702.95575,229.8602,6252.404596,4240.409264,0,12016.6178,-1.537439912,0.163128822,0.5210403,0.33867317,0,1,-1.382265584,-0.096447722,-3.40E-07,0.013823997,-0.17462158,0.16021729,22.63899311,0.114071702
audio-only,speech,sad,normal,Kids are talking by the door,1st,18,F,1,2,48000,2,3570,171371,-41.90988373,7271,-33.86207,154.51077,-832.07733,240.43277,6349.59779,4367.966134,0,12172.01723,-1.613426833,0.124044781,0.51299936,0.35323715,0,1,-1.459501484,-0.105670993,-5.02E-07,0.008046717,-0.056518555,0.06097412,8.307200632,-0.377678927
audio-only,speech,happy,normal,Kids are talking by the door,1st,20,F,1,2,48000,2,3537,169770,-36.55841947,7779,-32.157024,135.74207,-722.71594,183.11237,4147.348048,3772.307459,0,11353.76633,-1.330518866,0.490240788,0.3609012,0.35420868,0,1,-1.278347284,0.457634329,1.09E-07,0.014871155,-0.1477356,0.1932373,18.54717416,0.282516689
audio-only,song,angry,strong,Kids are talking by the door,2nd,20,F,1,2,48000,2,4538,217817,-20.76946938,26293,-24.14736,93.892624,-562.8816,164.85837,4831.733833,2348.818077,1061.729986,11024.57087,-1.053745061,0.343806662,0.43215603,0.31990868,0.000456795,1,-1.086369208,0.310556383,-5.95E-07,0.0915249,-0.6185608,0.8538208,7.6870341,0.226556592
audio-only,song,angry,normal,Dogs are sitting by the door,2nd,20,F,1,2,48000,2,4671,224224,-31.84411833,12293,-34.057198,123.91555,-713.892,152.35234,4264.747377,3656.420913,0,12025.09023,-0.906967792,0.663607597,0.3120152,0.35836637,0,1,-1.013154038,0.754565175,-4.62E-07,0.025591766,-0.15386963,0.19049072,5.966657574,0.148249931
audio-only,,happy,strong,Dogs are sitting by the door,1st,,F,1,2,48000,2,3570,171372,-28.17838162,12367,-28.472374,114.95177,-623.52356,184.54495,4576.361226,3799.133765,0,11999.61273,-1.341235867,0.389269947,0.3743664,0.36105308,0,1,-1.36081186,0.420691266,5.65E-08,0.03901379,-0.44750977,0.447937,17.59275443,0.467773969
